product,sku,supplier,department,type,displayed_price,expected_price,pricelist_line,status,issue,correction
Accent Table — Dark Taupe,I 3115,Monarch,Living Room,accent-tables,$110,,,PASS,,
Accent Table — Dark Taupe,I 2476,Monarch,Living Room,accent-tables,$142,,,PASS,,
Accent Table — Dark Taupe,I 2480,Monarch,Living Room,accent-tables,$205,,,PASS,,
Accent Table — Dark Taupe / Black Corner Console,I 2155,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Dark Taupe / Black Hall Console,I 3511,Monarch,Living Room,accent-tables,$299,,,PASS,,
Accent Table — Dark Taupe / Black Metal,I 2177,Monarch,Living Room,accent-tables,$107,,,PASS,,
Accent Table — Dark Taupe / Black Metal,I 3597,Monarch,Living Room,accent-tables,$189,,,PASS,,
Accent Table — Dark Taupe / Black Metal,I 3771,Monarch,Living Room,accent-tables,$120,,,PASS,,
Accent Table — Dark Taupe / Black Metal,I 3672,Monarch,Living Room,accent-tables,$110,,,PASS,,
Accent Table — Dark Taupe / Black Metal,I 2172,Monarch,Living Room,accent-tables,$104,,,PASS,,
Accent Table — Dark Taupe / Black Metal,I 3249,Monarch,Living Room,accent-tables,$88,,,PASS,,
Accent Table — Dark Taupe / Black Metal,I 3766,Monarch,Living Room,accent-tables,$69,,,PASS,,
Accent Table — Dark Taupe / Black Metal,I 2075,Monarch,Living Room,accent-tables,$91,,,PASS,,
Accent Table — Dark Taupe / Black Metal,I 2083,Monarch,Living Room,accent-tables,$126,,,PASS,,
Accent Table — Dark Taupe / Black Metal Console,I 2218,Monarch,Living Room,accent-tables,$315,,,PASS,,
Accent Table — Dark Taupe / Black Metal Console,I 2253,Monarch,Living Room,accent-tables,$110,,,PASS,,
Accent Table — Dark Taupe / Black Metal Usb / Plu,I 3200,Monarch,Living Room,accent-tables,$195,,,PASS,,
Accent Table — Dark Taupe / Chrome Metal,I 3299,Monarch,Living Room,accent-tables,$488,,,PASS,,
Accent Table — Dark Taupe / Chrome Metal,I 3263,Monarch,Living Room,accent-tables,$220,,,PASS,,
Accent Table — Dark Taupe / Chrome Metal,I 3475,Monarch,Living Room,accent-tables,$205,,,PASS,,
Accent Table — Dark Taupe / Chrome Metal,I 3555,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Dark Taupe / Chrome Metal,I 3638,Monarch,Living Room,accent-tables,$126,,,PASS,,
Accent Table — Dark Taupe / Chrome Metal,I 3169,Monarch,Living Room,accent-tables,$268,,,PASS,,
Accent Table — Dark Taupe / Tempered Glass,I 3055,Monarch,Living Room,accent-tables,$299,,,PASS,,
Accent Table — Dark Taupe Corner Console,I 3659,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Dark Taupe Hall Console,I 2435,Monarch,Living Room,accent-tables,$583,,,PASS,,
Accent Table — Dark Taupe Hall Console,I 2472,Monarch,Living Room,accent-tables,$315,,,PASS,,
Accent Table — Dark Taupe Hall Console,I 2452,Monarch,Living Room,accent-tables,$315,,,PASS,,
Accent Table — Dark Taupe Hall Console,I 2416,Monarch,Living Room,accent-tables,$268,,,PASS,,
Accent Table — Dark Taupe Hall Console,I 2446,Monarch,Living Room,accent-tables,$315,,,PASS,,
Accent Table — Dark Taupe Night Stand With Storag,I 2136,Monarch,Living Room,accent-tables,$104,,,PASS,,
Accent Table — Dark Taupe Veneer End Table,I 3981,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Dark Taupe Veneer End Table,I 3972,Monarch,Living Room,accent-tables,$346,,,PASS,,
Accent Table — Dark Taupe With A Drawer,I 3191,Monarch,Living Room,accent-tables,$227,,,PASS,,
Accent Table — Dark Taupe With A Drawer,I 3254,Monarch,Living Room,accent-tables,$189,,,PASS,,
Accent Table — Dark Taupe With A Glass Holder,I 3198,Monarch,Living Room,accent-tables,$173,,,PASS,,
Accent Table — Dark Taupe With Chrome Metal,I 3253,Monarch,Living Room,accent-tables,$142,,,PASS,,
Accent Table — Dark Walnut End Table,I 2788,Monarch,Living Room,accent-tables,$189,,,PASS,,
Accent Table — Dark Walnut Veneer End Table,I 3988,Monarch,Living Room,accent-tables,$284,,,PASS,,
Accent Table — Dark Walnut Veneer End Table,I 3990,Monarch,Living Room,accent-tables,$268,,,PASS,,
Accent Table — Dark Walnut Veneer End Table,I 3974,Monarch,Living Room,accent-tables,$277,,,PASS,,
Accent Table — Dark Walnut Veneer End Table,I 3976,Monarch,Living Room,accent-tables,$346,,,PASS,,
Accent Table — Espresso,I 3119,Monarch,Living Room,accent-tables,$110,,,PASS,,
Accent Table — Espresso,I 2474,Monarch,Living Room,accent-tables,$142,,,PASS,,
Accent Table — Espresso,I 2478,Monarch,Living Room,accent-tables,$205,,,PASS,,
Accent Table — Espresso,I 2089,Monarch,Living Room,accent-tables,$158,,,PASS,,
Accent Table — Espresso / Black Metal,I 3593,Monarch,Living Room,accent-tables,$126,,,PASS,,
Accent Table — Espresso / Black Metal,I 3635,Monarch,Living Room,accent-tables,$126,,,PASS,,
Accent Table — Espresso / Black Metal Hall Consol,I 3534,Monarch,Living Room,accent-tables,$220,,,PASS,,
Accent Table — Espresso / Black Metal Hall Consol,I 3582,Monarch,Living Room,accent-tables,$249,,,PASS,,
Accent Table — Espresso / Black Metal Hall Consol,I 2215,Monarch,Living Room,accent-tables,$315,,,PASS,,
Accent Table — Espresso / Black Metal Hall Consol,I 3574,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Espresso / Gold Metal,I 3476,Monarch,Living Room,accent-tables,$205,,,PASS,,
Accent Table — Espresso / Gold Metal,I 3556,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Espresso / Gold Metal,I 3486,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Espresso Corner Console,I 3660,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Espresso Hall Console,I 2445,Monarch,Living Room,accent-tables,$315,,,PASS,,
Accent Table — Espresso Marble Top,I 7983S,Monarch,Living Room,accent-tables,$315,,,PASS,,
Accent Table — Espresso Night Stand With Storage,I 2135,Monarch,Living Room,accent-tables,$104,,,PASS,,
Accent Table — Espresso Veneer,I 7801E,Monarch,Living Room,accent-tables,$158,,,PASS,,
Accent Table — Espresso Veneer End Table,I 3953,Monarch,Living Room,accent-tables,$315,,,PASS,,
Accent Table — Espresso Veneer End Table,I 3964,Monarch,Living Room,accent-tables,$315,,,PASS,,
Accent Table — Espresso Veneer End Table,I 3967,Monarch,Living Room,accent-tables,$331,,,PASS,,
Accent Table — Espresso Veneer End Table,I 3957,Monarch,Living Room,accent-tables,$268,,,PASS,,
Accent Table — Espresso Veneer End Table,I 3975,Monarch,Living Room,accent-tables,$284,,,PASS,,
Accent Table — Espresso Veneer End Table,I 3970,Monarch,Living Room,accent-tables,$457,,,PASS,,
Accent Table — Espresso Veneer With Glass Insert,I 7811E,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Espresso With A Glass Holder,I 3197,Monarch,Living Room,accent-tables,$173,,,PASS,,
Accent Table — Espresso With Chrome Metal,I 3007,Monarch,Living Room,accent-tables,$142,,,PASS,,
Accent Table — Glossy White / Chrome Metal,I 3297,Monarch,Living Room,accent-tables,$677,,,PASS,,
Accent Table — Glossy White / Chrome Metal,I 3262,Monarch,Living Room,accent-tables,$220,,,PASS,,
Accent Table — Glossy White / Chrome Metal,I 3470,Monarch,Living Room,accent-tables,$205,,,PASS,,
Accent Table — Glossy White / Chrome Metal,I 3480,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Glossy White / Chrome Metal,I 3490,Monarch,Living Room,accent-tables,$315,,,PASS,,
Accent Table — Glossy White / Chrome Metal,I 3636,Monarch,Living Room,accent-tables,$126,,,PASS,,
Accent Table — Glossy White / Tempered Glass,I 3288,Monarch,Living Room,accent-tables,$299,,,PASS,,
Accent Table — Glossy White With A Drawer,I 3170,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Glossy White With Chrome Metal,I 3184,Monarch,Living Room,accent-tables,$186,,,PASS,,
Accent Table — Glossy White With Chrome Metal,I 3008,Monarch,Living Room,accent-tables,$158,,,PASS,,
Accent Table — Gold Iron Metal Drum End Table,I 3927,Monarch,Living Room,accent-tables,$536,,,PASS,,
Accent Table — Gold Iron Metal End Table,I 3900,Monarch,Living Room,accent-tables,$536,,,PASS,,
Accent Table — Gold Metal With A Drawer,I 3236,Monarch,Living Room,accent-tables,$173,,,PASS,,
Accent Table — Gold Metal With Tempered Glass,I 3446,Monarch,Living Room,accent-tables,$312,,,PASS,,
Accent Table — Grey,I 3118,Monarch,Living Room,accent-tables,$110,,,PASS,,
Accent Table — Grey,I 2481,Monarch,Living Room,accent-tables,$173,,,PASS,,
Accent Table — Grey / Black Corner Console,I 2156,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Grey / Black Metal,I 3828,Monarch,Living Room,accent-tables,$69,,,PASS,,
Accent Table — Grey / Black Metal,I 2176,Monarch,Living Room,accent-tables,$107,,,PASS,,
Accent Table — Grey / Black Metal,I 3591,Monarch,Living Room,accent-tables,$126,,,PASS,,
Accent Table — Grey / Black Metal,I 3596,Monarch,Living Room,accent-tables,$189,,,PASS,,
Accent Table — Grey / Black Metal,I 3634,Monarch,Living Room,accent-tables,$126,,,PASS,,
Accent Table — Grey / Black Metal,I 3671,Monarch,Living Room,accent-tables,$110,,,PASS,,
Accent Table — Grey / Black Metal,I 2171,Monarch,Living Room,accent-tables,$104,,,PASS,,
Accent Table — Grey / Black Metal,I 3248,Monarch,Living Room,accent-tables,$88,,,PASS,,
Accent Table — Grey / Black Metal,I 3762,Monarch,Living Room,accent-tables,$69,,,PASS,,
Accent Table — Grey / Black Metal,I 2082,Monarch,Living Room,accent-tables,$126,,,PASS,,
Accent Table — Grey / Black Metal Hall Console,I 3532,Monarch,Living Room,accent-tables,$220,,,PASS,,
Accent Table — Grey / Black Metal Hall Console,I 3576,Monarch,Living Room,accent-tables,$189,,,PASS,,
Accent Table — Grey / Black Metal Hall Console,I 3572,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Grey / Black Metal Hall Console,I 3514,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Grey / Black Metal Usb / Plug,I 3201,Monarch,Living Room,accent-tables,$195,,,PASS,,
Accent Table — Grey / Chrome Metal,I 3474,Monarch,Living Room,accent-tables,$205,,,PASS,,
Accent Table — Grey / Chrome Metal,I 3637,Monarch,Living Room,accent-tables,$126,,,PASS,,
Accent Table — Grey Cement / Black Nickel Metal,I 3552,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Grey Cement / Chrome Metal,I 3264,Monarch,Living Room,accent-tables,$220,,,PASS,,
Accent Table — Grey Cement / Chrome Metal,I 3471,Monarch,Living Room,accent-tables,$205,,,PASS,,
Accent Table — Grey Cement / Chrome Metal,I 3481,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Grey Cement / Chrome Metal,I 3639,Monarch,Living Room,accent-tables,$126,,,PASS,,
Accent Table — Grey Cement / Tempered Glass,I 3232,Monarch,Living Room,accent-tables,$299,,,PASS,,
Accent Table — Grey Cement With A Drawer,I 3373,Monarch,Living Room,accent-tables,$205,,,PASS,,
Accent Table — Grey Cement With Chrome Metal,I 3185,Monarch,Living Room,accent-tables,$170,,,PASS,,
Accent Table — Grey Cement With Chrome Metal,I 3372,Monarch,Living Room,accent-tables,$142,,,PASS,,
Accent Table — Grey Corner Console,I 3658,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Grey End Table With 1 Drawer,I 3668,Monarch,Living Room,accent-tables,$173,,,PASS,,
Accent Table — Grey End Table With 2 Drawers,I 3629,Monarch,Living Room,accent-tables,$173,,,PASS,,
Accent Table — Grey End Table With 2 Drawers,I 3608,Monarch,Living Room,accent-tables,$173,,,PASS,,
Accent Table — Grey End Table With 2 Drawers,I 3690,Monarch,Living Room,accent-tables,$173,,,PASS,,
Accent Table — Grey Indoor Or Outdoor,I 4110,Monarch,Living Room,accent-tables,$472,,,PASS,,
Accent Table — Grey Indoor Or Outdoor,I 4115,Monarch,Living Room,accent-tables,$472,,,PASS,,
Accent Table — Grey Indoor Or Outdoor,I 4130,Monarch,Living Room,accent-tables,$472,,,PASS,,
Accent Table — Grey Indoor Or Outdoor,I 4125,Monarch,Living Room,accent-tables,$472,,,PASS,,
Accent Table — Grey Indoor Or Outdoor,I 4120,Monarch,Living Room,accent-tables,$472,,,PASS,,
Accent Table — Grey Indoor Or Outdoor,I 4152,Monarch,Living Room,accent-tables,$472,,,PASS,,
Accent Table — Grey Indoor Or Outdoor,I 4148,Monarch,Living Room,accent-tables,$472,,,PASS,,
Accent Table — Grey Indoor Or Outdoor,I 4144,Monarch,Living Room,accent-tables,$472,,,PASS,,
Accent Table — Grey Indoor Or Outdoor,I 4160,Monarch,Living Room,accent-tables,$472,,,PASS,,
Accent Table — Grey Night Stand With Storage,I 2138,Monarch,Living Room,accent-tables,$104,,,PASS,,
Accent Table — Grey Reclaimed Wood / Black Consol,I 3454,Monarch,Living Room,accent-tables,$472,,,PASS,,
Accent Table — Grey Reclaimed Wood / Black Metal,I 3631,Monarch,Living Room,accent-tables,$126,,,PASS,,
Accent Table — Grey Stone-Look / Black Metal,I 3584,Monarch,Living Room,accent-tables,$126,,,PASS,,
Accent Table — Grey Stone-Look / Black Metal,I 3305,Monarch,Living Room,accent-tables,$85,,,PASS,,
Accent Table — Grey Stone-Look / Black Metal,I 3765,Monarch,Living Room,accent-tables,$69,,,PASS,,
Accent Table — Grey Stone-Look / Black Metal,I 2206,Monarch,Living Room,accent-tables,$107,,,PASS,,
Accent Table — Grey Top,I 3134,Monarch,Living Room,accent-tables,$110,,,PASS,,
Accent Table — Grey Top Night Stand With Storage,I 2134,Monarch,Living Room,accent-tables,$104,,,PASS,,
Accent Table — Grey With Chrome Metal,I 3228,Monarch,Living Room,accent-tables,$142,,,PASS,,
Accent Table — Hammered Black Metal With Tempered,I 3332,Monarch,Living Room,accent-tables,$107,,,PASS,,
Accent Table — Hammered Brown,I 3163,Monarch,Living Room,accent-tables,$91,,,PASS,,
Accent Table — Industrial Grey,I 3380,Monarch,Living Room,accent-tables,$110,,,PASS,,
Accent Table — Light Beige / Dark Oak / 1 Door,I 2509,Monarch,Living Room,accent-tables,$154,,,PASS,,
Accent Table — Light Brown End Table - 2 Drawers,I 3609,Monarch,Living Room,accent-tables,$173,,,PASS,,
Accent Table — Light Walnut / Seagrass-Look End T,I 2794,Monarch,Living Room,accent-tables,$227,,,PASS,,
Accent Table — Mango Wood-Look / Black Metal,I 2881,Monarch,Living Room,accent-tables,$315,,,PASS,,
Accent Table — Natural / Natural Drawer,I 3842,Monarch,Living Room,accent-tables,$110,,,PASS,,
Accent Table — Natural / White Metal,I 3775,Monarch,Living Room,accent-tables,$120,,,PASS,,
Accent Table — Natural / White Metal,I 3677,Monarch,Living Room,accent-tables,$110,,,PASS,,
Accent Table — Natural / White Metal Hall Console,I 2222,Monarch,Living Room,accent-tables,$315,,,PASS,,
Accent Table — Natural End Table - 2 Drawers,I 3692,Monarch,Living Room,accent-tables,$173,,,PASS,,
Accent Table — Rustic Grey / 1 Door,I 2513,Monarch,Living Room,accent-tables,$154,,,PASS,,
Accent Table — Satin Black Metal With Tempered Gl,I 3314,Monarch,Living Room,accent-tables,$158,,,PASS,,
Accent Table — Silver / Tempered Glass Hall Conso,I 2128,Monarch,Living Room,accent-tables,$186,,,PASS,,
Accent Table — Silver Grey Iron Metal Drum End,I 3924,Monarch,Living Room,accent-tables,$504,,,PASS,,
Accent Table — Silver Grey Iron Metal Drum End,I 3929,Monarch,Living Room,accent-tables,$536,,,PASS,,
Accent Table — Silver Metal,I 3137,Monarch,Living Room,accent-tables,$88,,,PASS,,
Accent Table — Silver Metal With Tempered Glass,I 3090,Monarch,Living Room,accent-tables,$82,,,PASS,,
Accent Table — Silver Metal With Tempered Glass,I 3158,Monarch,Living Room,accent-tables,$142,,,PASS,,
Accent Table — Silver Metal With Tempered Glass,I 3106,Monarch,Living Room,accent-tables,$79,,,PASS,,
Accent Table — Taupe / Black Metal Hall Console,I 3533,Monarch,Living Room,accent-tables,$220,,,PASS,,
Accent Table — Taupe / Black Metal Hall Console,I 3573,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Taupe End Table - 2 Drawers,I 3693,Monarch,Living Room,accent-tables,$173,,,PASS,,
Accent Table — Taupe Reclaimed Wood / Black Conso,I 3455,Monarch,Living Room,accent-tables,$425,,,PASS,,
Accent Table — Travertine Stone End Table,I 2892,Monarch,Living Room,accent-tables,$154,,,PASS,,
Accent Table — Walnut End Table With 2 Drawers,I 3607,Monarch,Living Room,accent-tables,$173,,,PASS,,
Accent Table — Walnut End Table With 2 Drawers,I 3614,Monarch,Living Room,accent-tables,$189,,,PASS,,
Accent Table — Walnut Indoor Or Outdoor,I 4113,Monarch,Living Room,accent-tables,$472,,,PASS,,
Accent Table — Walnut Indoor Or Outdoor,I 4133,Monarch,Living Room,accent-tables,$472,,,PASS,,
Accent Table — Walnut Indoor Or Outdoor,I 4128,Monarch,Living Room,accent-tables,$472,,,PASS,,
Accent Table — Walnut Indoor Or Outdoor,I 4123,Monarch,Living Room,accent-tables,$472,,,PASS,,
Accent Table — Walnut Indoor Or Outdoor,I 4155,Monarch,Living Room,accent-tables,$472,,,PASS,,
Accent Table — Washed Grey Veneer End Table,I 3950,Monarch,Living Room,accent-tables,$346,,,PASS,,
Accent Table — Washed Grey Veneer End Table,I 3980,Monarch,Living Room,accent-tables,$236,,,PASS,,
Accent Table — Washed Grey Veneer End Table,I 3963,Monarch,Living Room,accent-tables,$268,,,PASS,,
Accent Table — Washed Oak / Black Metal,I 3826,Monarch,Living Room,accent-tables,$69,,,PASS,,
Accent Table — Washed Oak / Black Metal,I 3757,Monarch,Living Room,accent-tables,$50,,,PASS,,
Accent Table — Washed Oak / Black Metal,I 3817,Monarch,Living Room,accent-tables,$94,,,PASS,,
Accent Table — Washed Oak / Black Metal,I 3812,Monarch,Living Room,accent-tables,$123,,,PASS,,
