product,sku,supplier,department,type,displayed_price,expected_price,pricelist_line,status,issue,correction
Computer Desk — White With A Storage Cabinet,I 7350,Monarch,Office,desks,$375,,,PASS,,
Office Chair — Black / Red Fabric On Castors,I 7357,Monarch,Office,office-chairs,$205,,,PASS,,
Office Chair — Black Base On Castors,I 7339,Monarch,Office,office-chairs,$236,,,PASS,,
Office Chair — Black Base On Castors,I 7340,Monarch,Office,office-chairs,$236,,,PASS,,
Office Chair — Black Base On Castors,I 7336,Monarch,Office,office-chairs,$173,,,PASS,,
Office Chair — Black Fabric / High Back Executive,I 7272,Monarch,Office,office-chairs,$394,,,PASS,,
Office Chair — Black Fabric / High Back Executive,I 7354,Monarch,Office,office-chairs,$346,,,PASS,,
Office Chair — Black Fabric / Multi Position,I 7248,Monarch,Office,office-chairs,$315,,,PASS,,
Office Chair — Black Mesh / Multi Position,I 7334,Monarch,Office,office-chairs,$331,,,PASS,,
Office Chair — Black Mesh / Multi Position,I 7224,Monarch,Office,office-chairs,$362,,,PASS,,
Office Chair — Black Mesh / Multi Position,I 7367,Monarch,Office,office-chairs,$362,,,PASS,,
Office Chair — Chrome Base On Castors,I 7462,Monarch,Office,office-chairs,$252,,,PASS,,
Office Chair — Chrome Base On Castors,I 7460,Monarch,Office,office-chairs,$252,,,PASS,,
Office Chair — Chrome High-Back Executive,I 7268,Monarch,Office,office-chairs,$472,,,PASS,,
Office Chair — Chrome Metal Hydraulic Lift Base,I 7298,Monarch,Office,office-chairs,$299,,,PASS,,
Office Chair — Grey Fabric / High Back Executive,I 7270,Monarch,Office,office-chairs,$394,,,PASS,,
Office Chair — Grey Fabric / Multi Position,I 7324,Monarch,Office,office-chairs,$378,,,PASS,,
Office Chair — Grey Mesh / Chrome High-Back Exec,I 7269,Monarch,Office,office-chairs,$472,,,PASS,,
Office Chair — Grey Mesh / Multi Position,I 7225,Monarch,Office,office-chairs,$362,,,PASS,,
Office Chair — High Back Executive,I 7274,Monarch,Office,office-chairs,$614,,,PASS,,
Office Chair — High Back Executive,I 7275,Monarch,Office,office-chairs,$614,,,PASS,,
Office Chair — High Back Executive,I 7273,Monarch,Office,office-chairs,$614,,,PASS,,
Office Chair — High Back Executive,I 7253,Monarch,Office,office-chairs,$504,,,PASS,,
Office Chair — High Back Executive,I 7251,Monarch,Office,office-chairs,$504,,,PASS,,
Office Chair — High Back Executive,I 7252,Monarch,Office,office-chairs,$504,,,PASS,,
Office Chair — High Back Executive,I 7344,Monarch,Office,office-chairs,$394,,,PASS,,
Office Chair — High Back Executive,I 7375,Monarch,Office,office-chairs,$441,,,PASS,,
Office Chair — High Back Executive,I 7378,Monarch,Office,office-chairs,$441,,,PASS,,
Office Chair — High Back Executive,I 7323,Monarch,Office,office-chairs,$441,,,PASS,,
Office Chair — High Back Executive,I 7277,Monarch,Office,office-chairs,$504,,,PASS,,
Office Chair — Multi Position,I 7276,Monarch,Office,office-chairs,$472,,,PASS,,
Office Chair — Multi Position,I 7262,Monarch,Office,office-chairs,$315,,,PASS,,
Office Chair — Multi-Position,I 7265,Monarch,Office,office-chairs,$378,,,PASS,,
Office Chair — Multi-Position,I 7464,Monarch,Office,office-chairs,$189,,,PASS,,
Office Chair — Multi-Position,I 7463,Monarch,Office,office-chairs,$189,,,PASS,,
Office Chair — Multi-Position,I 7465,Monarch,Office,office-chairs,$189,,,PASS,,
Office Chair — Multi-Position,I 7260,Monarch,Office,office-chairs,$268,,,PASS,,
Office Chair — Multi-Position,I 7261,Monarch,Office,office-chairs,$252,,,PASS,,
Office Cubicle — Black Commercial Grade Desk,I 7734,Monarch,Office,desks,$551,,,PASS,,
Office Cubicle — Silver Commercial Grade Desk,I 7729,Monarch,Office,desks,$551,,,PASS,,
Tv Stand — Maple Entertainment Center,ET 1360,Monarch,Office,bookcases,$158,,,PASS,,
Afgan Chobi Finest,RN-333,Rugs Network,Rugs,hand-knotted,"$3,198",,,PASS,,
Afghan Chobi,RN-481,Rugs Network,Rugs,hand-knotted,"$1,316",,,PASS,,
Afghan Chobi,RN-761,Rugs Network,Rugs,hand-knotted,"$2,784",,,PASS,,
Afghan Chobi,RN-961,Rugs Network,Rugs,hand-knotted,"$3,129",,,PASS,,
Afghan Chobi Finest,RN-529,Rugs Network,Rugs,hand-knotted,$950,,,PASS,,
Afghan Chobi Finest,RN-194,Rugs Network,Rugs,hand-knotted,"$1,072",,,PASS,,
Afghan Chobi Finest,RN-181,Rugs Network,Rugs,hand-knotted,"$1,250",,,PASS,,
Afghan Chobi Finest,RN-478,Rugs Network,Rugs,hand-knotted,"$1,260",,,PASS,,
Afghan Chobi Finest,RN-525,Rugs Network,Rugs,hand-knotted,"$1,372",,,PASS,,
Afghan Chobi Finest,RN-458,Rugs Network,Rugs,hand-knotted,"$1,496",,,PASS,,
Afghan Chobi Finest,RN-779,Rugs Network,Rugs,hand-knotted,"$1,710",,,PASS,,
Afghan Chobi Finest,RN-341,Rugs Network,Rugs,hand-knotted,"$1,778",,,PASS,,
Afghan Chobi Finest,RN-354,Rugs Network,Rugs,hand-knotted,"$1,820",,,PASS,,
Afghan Chobi Finest,RN-358,Rugs Network,Rugs,hand-knotted,"$1,822",,,PASS,,
Afghan Chobi Finest,RN-406,Rugs Network,Rugs,hand-knotted,"$1,888",,,PASS,,
Afghan Chobi Finest,RN-408,Rugs Network,Rugs,hand-knotted,"$1,941",,,PASS,,
Afghan Chobi Finest,RN-337,Rugs Network,Rugs,hand-knotted,"$2,120",,,PASS,,
Afghan Chobi Finest,RN-386,Rugs Network,Rugs,hand-knotted,"$2,160",,,PASS,,
Afghan Chobi Finest,RN-387,Rugs Network,Rugs,hand-knotted,"$2,160",,,PASS,,
Afghan Chobi Finest,RN-344,Rugs Network,Rugs,hand-knotted,"$2,208",,,PASS,,
Afghan Chobi Finest,RN-506,Rugs Network,Rugs,hand-knotted,"$2,406",,,PASS,,
Afghan Chobi Finest,RN-1029,Rugs Network,Rugs,hand-knotted,"$2,482",,,PASS,,
Afghan Chobi Finest,RN-425,Rugs Network,Rugs,hand-knotted,"$2,530",,,PASS,,
Afghan Chobi Finest,RN-2166,Rugs Network,Rugs,hand-knotted,"$2,562",,,PASS,,
Afghan Chobi Finest,RN-2150,Rugs Network,Rugs,hand-knotted,"$2,650",,,PASS,,
Afghan Chobi Finest,RN-363,Rugs Network,Rugs,hand-knotted,"$2,670",,,PASS,,
Afghan Chobi Finest,RN-756,Rugs Network,Rugs,hand-knotted,"$2,678",,,PASS,,
Afghan Chobi Finest,RN-2186,Rugs Network,Rugs,hand-knotted,"$2,761",,,PASS,,
Afghan Chobi Finest,RN-379,Rugs Network,Rugs,hand-knotted,"$2,881",,,PASS,,
Afghan Chobi Finest,RN-992,Rugs Network,Rugs,hand-knotted,"$3,168",,,PASS,,
Afghan Chobi Finest,RN-943,Rugs Network,Rugs,hand-knotted,"$3,190",,,PASS,,
Afghan Chobi Finest,RN-331,Rugs Network,Rugs,hand-knotted,"$3,194",,,PASS,,
Afghan Chobi Finest,RN-391,Rugs Network,Rugs,hand-knotted,"$3,195",,,PASS,,
Afghan Chobi Finest,RN-939,Rugs Network,Rugs,hand-knotted,"$3,196",,,PASS,,
Afghan Chobi Finest,RN-2212,Rugs Network,Rugs,hand-knotted,"$3,196",,,PASS,,
Afghan Chobi Finest,RN-2112,Rugs Network,Rugs,hand-knotted,"$3,199",,,PASS,,
Afghan Chobi Finest,RN-376,Rugs Network,Rugs,hand-knotted,"$3,200",,,PASS,,
Afghan Chobi Finest,RN-368,Rugs Network,Rugs,hand-knotted,"$3,208",,,PASS,,
Afghan Chobi Finest,RN-2121,Rugs Network,Rugs,hand-knotted,"$3,208",,,PASS,,
Afghan Chobi Finest,RN-1117,Rugs Network,Rugs,hand-knotted,"$3,232",,,PASS,,
Afghan Chobi Finest,RN-1114,Rugs Network,Rugs,hand-knotted,"$3,328",,,PASS,,
Afghan Chobi Finest,RN-350,Rugs Network,Rugs,hand-knotted,"$3,360",,,PASS,,
Afghan Chobi Finest,RN-366,Rugs Network,Rugs,hand-knotted,"$3,370",,,PASS,,
Afghan Chobi Finest,RN-2120,Rugs Network,Rugs,hand-knotted,"$3,386",,,PASS,,
Afghan Chobi Finest,RN-414,Rugs Network,Rugs,hand-knotted,"$3,396",,,PASS,,
Afghan Chobi Finest,RN-2213,Rugs Network,Rugs,hand-knotted,"$3,536",,,PASS,,
Afghan Chobi Finest,RN-1098,Rugs Network,Rugs,hand-knotted,"$3,572",,,PASS,,
Afghan Chobi Finest,RN-377,Rugs Network,Rugs,hand-knotted,"$3,619",,,PASS,,
Afghan Chobi Finest,RN-2159,Rugs Network,Rugs,hand-knotted,"$5,640",,,PASS,,
Afghan Chobi Finest,RN-1004,Rugs Network,Rugs,hand-knotted,"$7,330",,,PASS,,
Afghan Chobi Finest,RN-2156,Rugs Network,Rugs,hand-knotted,"$8,470",,,PASS,,
Afghan Herati,RN-772,Rugs Network,Rugs,hand-knotted,$235,,,PASS,,
Afghan Herati,RN-703,Rugs Network,Rugs,hand-knotted,$235,,,PASS,,
Afghan Ziegler,RN-741,Rugs Network,Rugs,hand-knotted,"$2,579",,,PASS,,
Agra,RN-559,Rugs Network,Rugs,hand-knotted,$380,,,PASS,,
Agra,RN-436,Rugs Network,Rugs,hand-knotted,$455,,,PASS,,
Agra,RN-315,Rugs Network,Rugs,hand-knotted,$462,,,PASS,,
Bakhtiar,RN-308,Rugs Network,Rugs,hand-knotted,$393,,,PASS,,
Bakhtiar,RN-442,Rugs Network,Rugs,hand-knotted,$718,,,PASS,,
Bakhtiar Jihad,RN-422,Rugs Network,Rugs,hand-knotted,"$2,002",,,PASS,,
Bakhtiar Saman,RN-2169,Rugs Network,Rugs,hand-knotted,"$2,477",,,PASS,,
Bakhtiari,RN-238,Rugs Network,Rugs,hand-knotted,$607,,,PASS,,
Bali Cream,RN-2835,Rugs Network,Rugs,machine-made,$13,,,PASS,,
Bali Cream,RN-2843,Rugs Network,Rugs,machine-made,$13,,,PASS,,
Bali Cream,RN-2844,Rugs Network,Rugs,machine-made,$13,,,PASS,,
Bali Cream_Blue_Dck,RN-2834,Rugs Network,Rugs,machine-made,$243,,,PASS,,
Bali Grey,RN-2832,Rugs Network,Rugs,machine-made,$93,,,PASS,,
Bali Light_Grey,RN-2833,Rugs Network,Rugs,machine-made,$13,,,PASS,,
Bali White,RN-2828,Rugs Network,Rugs,machine-made,$13,,,PASS,,
Bali White,RN-2836,Rugs Network,Rugs,machine-made,$13,,,PASS,,
Bali White,RN-2837,Rugs Network,Rugs,machine-made,$13,,,PASS,,
Bali White,RN-2839,Rugs Network,Rugs,machine-made,$13,,,PASS,,
Bali White,RN-2842,Rugs Network,Rugs,machine-made,$13,,,PASS,,
Bali White,RN-2845,Rugs Network,Rugs,machine-made,$13,,,PASS,,
Bali White,RN-2838,Rugs Network,Rugs,machine-made,$79,,,PASS,,
Bali White,RN-2841,Rugs Network,Rugs,machine-made,$79,,,PASS,,
Bali White,RN-2827,Rugs Network,Rugs,machine-made,$243,,,PASS,,
Bali White,RN-2840,Rugs Network,Rugs,machine-made,$243,,,PASS,,
Bali White,RN-2829,Rugs Network,Rugs,machine-made,$524,,,PASS,,
Bali White,RN-2830,Rugs Network,Rugs,machine-made,$524,,,PASS,,
Balouch,RN-2178,Rugs Network,Rugs,hand-knotted,$155,,,PASS,,
Balouchi,RN-648,Rugs Network,Rugs,hand-knotted,$186,,,PASS,,
Balouchi,RN-649,Rugs Network,Rugs,hand-knotted,$192,,,PASS,,
Balouchi,RN-660,Rugs Network,Rugs,hand-knotted,$192,,,PASS,,
Balouchi,RN-662,Rugs Network,Rugs,hand-knotted,$192,,,PASS,,
Balouchi,RN-647,Rugs Network,Rugs,hand-knotted,$207,,,PASS,,
Balouchi,RN-641,Rugs Network,Rugs,hand-knotted,$207,,,PASS,,
Baluch,RN-2182,Rugs Network,Rugs,hand-knotted,$186,,,PASS,,
Baluch,RN-2180,Rugs Network,Rugs,hand-knotted,$193,,,PASS,,
Baluch,RN-2181,Rugs Network,Rugs,hand-knotted,$193,,,PASS,,
Bargesta,RN-1032,Rugs Network,Rugs,hand-knotted,"$1,311",,,PASS,,
Bidjar,RN-199,Rugs Network,Rugs,hand-knotted,"$4,382",,,PASS,,
Bidjar,RN-1095,Rugs Network,Rugs,hand-knotted,"$4,457",,,PASS,,
Bidjar,RN-423,Rugs Network,Rugs,hand-knotted,"$4,575",,,PASS,,
Bidjar,RN-220,Rugs Network,Rugs,hand-knotted,"$4,594",,,PASS,,
Bidjar,RN-197,Rugs Network,Rugs,hand-knotted,"$4,664",,,PASS,,
Bidjar Ardebil,RN-505,Rugs Network,Rugs,hand-knotted,"$2,926",,,PASS,,
Bidjar Hillwayeh,RN-2187,Rugs Network,Rugs,hand-knotted,"$4,762",,,PASS,,
Bidjar Kolyae,RN-419,Rugs Network,Rugs,hand-knotted,"$2,967",,,PASS,,
Bidjar Patina,RN-720,Rugs Network,Rugs,hand-knotted,$828,,,PASS,,
Bidjar Senneh,RN-498,Rugs Network,Rugs,hand-knotted,"$1,090",,,PASS,,
Bidjar Senneh,RN-570,Rugs Network,Rugs,hand-knotted,"$1,794",,,PASS,,
Bidjar Senneh,RN-171,Rugs Network,Rugs,hand-knotted,"$4,482",,,PASS,,
Bokhara,RN-697,Rugs Network,Rugs,hand-knotted,$400,,,PASS,,
Bokhara,RN-696,Rugs Network,Rugs,hand-knotted,$407,,,PASS,,
Bokhara,RN-553,Rugs Network,Rugs,hand-knotted,$413,,,PASS,,
Bokhara,RN-519,Rugs Network,Rugs,hand-knotted,$476,,,PASS,,
Bokhara,RN-567,Rugs Network,Rugs,hand-knotted,$504,,,PASS,,
Bokhara,RN-554,Rugs Network,Rugs,hand-knotted,$504,,,PASS,,
Bokhara,RN-281,Rugs Network,Rugs,hand-knotted,$531,,,PASS,,
Bokhara,RN-294,Rugs Network,Rugs,hand-knotted,$548,,,PASS,,
Bokhara,RN-165,Rugs Network,Rugs,hand-knotted,$628,,,PASS,,
Bokhara,RN-456,Rugs Network,Rugs,hand-knotted,$856,,,PASS,,
Bokhara,RN-359,Rugs Network,Rugs,hand-knotted,"$1,070",,,PASS,,
Bokhara,RN-361,Rugs Network,Rugs,hand-knotted,"$1,101",,,PASS,,
Bokhara,RN-1111,Rugs Network,Rugs,hand-knotted,"$1,639",,,PASS,,
Bokhara,RN-415,Rugs Network,Rugs,hand-knotted,"$1,656",,,PASS,,
Bokhara Jaldar,RN-569,Rugs Network,Rugs,hand-knotted,$511,,,PASS,,
Bokhara/Jaldar,RN-319,Rugs Network,Rugs,hand-knotted,$689,,,PASS,,
Boukhara,RN-803,Rugs Network,Rugs,hand-knotted,$228,,,PASS,,
Boukhara,RN-847,Rugs Network,Rugs,hand-knotted,$310,,,PASS,,
Boukhara,RN-850,Rugs Network,Rugs,hand-knotted,$310,,,PASS,,
Boukhara,RN-2173,Rugs Network,Rugs,hand-knotted,$483,,,PASS,,
Boukhara,RN-645,Rugs Network,Rugs,hand-knotted,$483,,,PASS,,
Boukhara,RN-644,Rugs Network,Rugs,hand-knotted,$497,,,PASS,,
Boukhara,RN-191,Rugs Network,Rugs,hand-knotted,$518,,,PASS,,
Boukhara,RN-711,Rugs Network,Rugs,hand-knotted,$531,,,PASS,,
Boukhara,RN-713,Rugs Network,Rugs,hand-knotted,$669,,,PASS,,
Boukhara,RN-1025,Rugs Network,Rugs,hand-knotted,"$1,304",,,PASS,,
Boukhara Mouri,RN-708,Rugs Network,Rugs,hand-knotted,$413,,,PASS,,
Bronco Beige,RN-2853,Rugs Network,Rugs,machine-made,$66,,,PASS,,
Bronco Beige,RN-2854,Rugs Network,Rugs,machine-made,$66,,,PASS,,
Bronco Blue,RN-2850,Rugs Network,Rugs,machine-made,$66,,,PASS,,
Bronco Dark_Brown,RN-2847,Rugs Network,Rugs,machine-made,$66,,,PASS,,
Bronco Dark_Brown,RN-2851,Rugs Network,Rugs,machine-made,$66,,,PASS,,
Bronco Fume,RN-2846,Rugs Network,Rugs,machine-made,$66,,,PASS,,
Bronco Fume,RN-2855,Rugs Network,Rugs,machine-made,$66,,,PASS,,
Bronco White,RN-2848,Rugs Network,Rugs,machine-made,$66,,,PASS,,
Bronco White,RN-2849,Rugs Network,Rugs,machine-made,$66,,,PASS,,
Bronco White,RN-2852,Rugs Network,Rugs,machine-made,$66,,,PASS,,
Chobi,RN-2174,Rugs Network,Rugs,hand-knotted,$841,,,PASS,,
Chobi Design,RN-2211,Rugs Network,Rugs,hand-knotted,"$3,460",,,PASS,,
Custom Herati,RN-416,Rugs Network,Rugs,hand-knotted,"$4,416",,,PASS,,
Custom Tabriz,RN-832,Rugs Network,Rugs,hand-knotted,"$4,795",,,PASS,,
Flora_Silk Blue,RN-2860,Rugs Network,Rugs,machine-made,$226,,,PASS,,
Flora_Silk Dark_Cream,RN-2861,Rugs Network,Rugs,machine-made,$226,,,PASS,,
Flora_Silk Green,RN-2858,Rugs Network,Rugs,machine-made,$226,,,PASS,,
Flora_Silk Red,RN-2621,Rugs Network,Rugs,machine-made,$226,,,PASS,,
Flora_Silk Red,RN-2857,Rugs Network,Rugs,machine-made,$226,,,PASS,,
Flora_Silk Rose,RN-2859,Rugs Network,Rugs,machine-made,$226,,,PASS,,
Flora_Silk White,RN-2856,Rugs Network,Rugs,machine-made,$142,,,PASS,,
Florence Blue,RN-2863,Rugs Network,Rugs,machine-made,$249,,,PASS,,
Florence Blue,RN-2867,Rugs Network,Rugs,machine-made,$249,,,PASS,,
Florence Light_Beige,RN-2862,Rugs Network,Rugs,machine-made,$249,,,PASS,,
Florence Light_Beige,RN-2865,Rugs Network,Rugs,machine-made,$249,,,PASS,,
Florence Light_Beige,RN-2868,Rugs Network,Rugs,machine-made,$249,,,PASS,,
Florence Red,RN-2869,Rugs Network,Rugs,machine-made,$249,,,PASS,,
Florence White,RN-2864,Rugs Network,Rugs,machine-made,$17,,,PASS,,
Florence White,RN-2870,Rugs Network,Rugs,machine-made,$249,,,PASS,,
Florence White,RN-2871,Rugs Network,Rugs,machine-made,$265,,,PASS,,
Gabbeh,RN-673,Rugs Network,Rugs,hand-knotted,$911,,,PASS,,
Gabbeh,RN-674,Rugs Network,Rugs,hand-knotted,$911,,,PASS,,
Gabeh,RN-572,Rugs Network,Rugs,hand-knotted,$600,,,PASS,,
Gabeh,RN-581,Rugs Network,Rugs,hand-knotted,$738,,,PASS,,
Gabeh,RN-268,Rugs Network,Rugs,hand-knotted,$780,,,PASS,,
Gabeh,RN-546,Rugs Network,Rugs,hand-knotted,"$1,097",,,PASS,,
Gabeh,RN-454,Rugs Network,Rugs,hand-knotted,"$1,166",,,PASS,,
Gabeh,RN-2151,Rugs Network,Rugs,hand-knotted,"$1,173",,,PASS,,
Gabeh,RN-2148,Rugs Network,Rugs,hand-knotted,"$1,332",,,PASS,,
Gabeh,RN-893,Rugs Network,Rugs,hand-knotted,"$1,339",,,PASS,,
Gabeh,RN-420,Rugs Network,Rugs,hand-knotted,"$1,649",,,PASS,,
Gabeh,RN-371,Rugs Network,Rugs,hand-knotted,"$2,036",,,PASS,,
Garache,RN-518,Rugs Network,Rugs,hand-knotted,$545,,,PASS,,
Garache,RN-244,Rugs Network,Rugs,hand-knotted,$586,,,PASS,,
Garache,RN-246,Rugs Network,Rugs,hand-knotted,$621,,,PASS,,
Garache,RN-164,Rugs Network,Rugs,hand-knotted,$669,,,PASS,,
Ghaliche,RN-258,Rugs Network,Rugs,hand-knotted,$483,,,PASS,,
Ghaliche,RN-262,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Ghaliche,RN-265,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Ghaliche,RN-233,Rugs Network,Rugs,hand-knotted,$649,,,PASS,,
Ghom,RN-2219,Rugs Network,Rugs,hand-knotted,"$7,995",,,PASS,,
Ghom,RN-2220,Rugs Network,Rugs,hand-knotted,"$8,195",,,PASS,,
Ghom Design,RN-2271,Rugs Network,Rugs,hand-knotted,"$2,329",,,PASS,,
Ghom Design,RN-2285,Rugs Network,Rugs,hand-knotted,"$3,895",,,PASS,,
Ghom Design,RN-2284,Rugs Network,Rugs,hand-knotted,"$3,969",,,PASS,,
Ghom Design,RN-2282,Rugs Network,Rugs,hand-knotted,"$3,985",,,PASS,,
Ghom Design,RN-2302,Rugs Network,Rugs,hand-knotted,"$3,999",,,PASS,,
Ghom Design,RN-2280,Rugs Network,Rugs,hand-knotted,"$4,185",,,PASS,,
Ghom Design,RN-2273,Rugs Network,Rugs,hand-knotted,"$5,165",,,PASS,,
Ghom Design,RN-2270,Rugs Network,Rugs,hand-knotted,"$8,195",,,PASS,,
Gouchan,RN-524,Rugs Network,Rugs,hand-knotted,$402,,,PASS,,
Gouchan,RN-561,Rugs Network,Rugs,hand-knotted,$448,,,PASS,,
Gouchan,RN-192,Rugs Network,Rugs,hand-knotted,$462,,,PASS,,
Gouchan,RN-198,Rugs Network,Rugs,hand-knotted,$483,,,PASS,,
Gouchan,RN-538,Rugs Network,Rugs,hand-knotted,$724,,,PASS,,
Hamadan,RN-137,Rugs Network,Rugs,hand-knotted,$310,,,PASS,,
Hamadan,RN-138,Rugs Network,Rugs,hand-knotted,$310,,,PASS,,
Hamadan,RN-338,Rugs Network,Rugs,hand-knotted,$310,,,PASS,,
Hamadan,RN-370,Rugs Network,Rugs,hand-knotted,$310,,,PASS,,
Hamadan,RN-434,Rugs Network,Rugs,hand-knotted,$310,,,PASS,,
Hamadan,RN-340,Rugs Network,Rugs,hand-knotted,$345,,,PASS,,
Hamadan,RN-457,Rugs Network,Rugs,hand-knotted,$345,,,PASS,,
Hamadan,RN-342,Rugs Network,Rugs,hand-knotted,$346,,,PASS,,
Hamadan,RN-332,Rugs Network,Rugs,hand-knotted,$346,,,PASS,,
Hamadan,RN-139,Rugs Network,Rugs,hand-knotted,$346,,,PASS,,
Hamadan,RN-891,Rugs Network,Rugs,hand-knotted,$346,,,PASS,,
Hamadan,RN-334,Rugs Network,Rugs,hand-knotted,$373,,,PASS,,
Hamadan,RN-2192,Rugs Network,Rugs,hand-knotted,$380,,,PASS,,
Hamadan,RN-2193,Rugs Network,Rugs,hand-knotted,$380,,,PASS,,
Hamadan,RN-435,Rugs Network,Rugs,hand-knotted,$380,,,PASS,,
Hamadan,RN-437,Rugs Network,Rugs,hand-knotted,$380,,,PASS,,
Hamadan,RN-267,Rugs Network,Rugs,hand-knotted,$448,,,PASS,,
Hamadan,RN-517,Rugs Network,Rugs,hand-knotted,$468,,,PASS,,
Hamadan,RN-461,Rugs Network,Rugs,hand-knotted,$483,,,PASS,,
Hamadan,RN-306,Rugs Network,Rugs,hand-knotted,$518,,,PASS,,
Hamadan,RN-167,Rugs Network,Rugs,hand-knotted,$573,,,PASS,,
Hereke_Classic Dark_Grey,RN-2874,Rugs Network,Rugs,machine-made,$66,,,PASS,,
Hereke_Classic Dark_Grey,RN-2686,Rugs Network,Rugs,machine-made,$201,,,PASS,,
Hereke_Classic Dark_Rust,RN-2694,Rugs Network,Rugs,machine-made,$317,,,PASS,,
Hereke_Classic Light_Cream,RN-2875,Rugs Network,Rugs,machine-made,$433,,,PASS,,
Hereke_Classic Light_Cream,RN-2872,Rugs Network,Rugs,machine-made,$433,,,PASS,,
Hereke_Classic Light_Cream,RN-2873,Rugs Network,Rugs,machine-made,$433,,,PASS,,
Herekeh,RN-2278,Rugs Network,Rugs,hand-knotted,"$4,657",,,PASS,,
Herekeh,RN-2275,Rugs Network,Rugs,hand-knotted,"$4,658",,,PASS,,
Herekeh,RN-2279,Rugs Network,Rugs,hand-knotted,"$4,865",,,PASS,,
Herekeh,RN-2272,Rugs Network,Rugs,hand-knotted,"$4,937",,,PASS,,
Herekeh,RN-2277,Rugs Network,Rugs,hand-knotted,"$4,937",,,PASS,,
Herekeh,RN-2274,Rugs Network,Rugs,hand-knotted,"$5,010",,,PASS,,
Herekeh,RN-2276,Rugs Network,Rugs,hand-knotted,"$5,279",,,PASS,,
Herekeh,RN-2300,Rugs Network,Rugs,hand-knotted,"$6,633",,,PASS,,
Herekeh,RN-2301,Rugs Network,Rugs,hand-knotted,"$6,633",,,PASS,,
Herekeh,RN-2283,Rugs Network,Rugs,hand-knotted,"$7,452",,,PASS,,
Herekeh,RN-2281,Rugs Network,Rugs,hand-knotted,"$7,452",,,PASS,,
Heriz,RN-169,Rugs Network,Rugs,hand-knotted,"$4,071",,,PASS,,
Heriz Design,RN-2205,Rugs Network,Rugs,hand-knotted,"$2,208",,,PASS,,
Heriz Patina,RN-846,Rugs Network,Rugs,hand-knotted,$259,,,PASS,,
Heriz Patina,RN-775,Rugs Network,Rugs,hand-knotted,$459,,,PASS,,
Heriz Patina,RN-462,Rugs Network,Rugs,hand-knotted,$661,,,PASS,,
Heriz Patina,RN-466,Rugs Network,Rugs,hand-knotted,$661,,,PASS,,
Heriz Patina,RN-868,Rugs Network,Rugs,hand-knotted,"$1,380",,,PASS,,
Heriz Patina,RN-180,Rugs Network,Rugs,hand-knotted,"$3,852",,,PASS,,
Heriz/Meimeh,RN-170,Rugs Network,Rugs,hand-knotted,"$5,513",,,PASS,,
Hossein Abad,RN-256,Rugs Network,Rugs,hand-knotted,$621,,,PASS,,
Hussein Abad,RN-695,Rugs Network,Rugs,hand-knotted,$683,,,PASS,,
Indo Chobi,RN-693,Rugs Network,Rugs,hand-knotted,$526,,,PASS,,
Indo Chobi,RN-566,Rugs Network,Rugs,hand-knotted,$720,,,PASS,,
Indo Chobi,RN-486,Rugs Network,Rugs,hand-knotted,$750,,,PASS,,
Indo Chobi,RN-488,Rugs Network,Rugs,hand-knotted,$750,,,PASS,,
Indo Chobi,RN-2123,Rugs Network,Rugs,hand-knotted,$810,,,PASS,,
Indo Chobi,RN-2137,Rugs Network,Rugs,hand-knotted,"$1,134",,,PASS,,
Indo Chobi,RN-388,Rugs Network,Rugs,hand-knotted,"$1,368",,,PASS,,
Indo Chobi,RN-1021,Rugs Network,Rugs,hand-knotted,"$1,891",,,PASS,,
Indo Chobi,RN-763,Rugs Network,Rugs,hand-knotted,"$2,008",,,PASS,,
Indo Chobi,RN-743,Rugs Network,Rugs,hand-knotted,"$2,130",,,PASS,,
Indo Chobi,RN-750,Rugs Network,Rugs,hand-knotted,"$2,203",,,PASS,,
Indo Chobi,RN-1112,Rugs Network,Rugs,hand-knotted,"$2,399",,,PASS,,
Indo Chobi,RN-866,Rugs Network,Rugs,hand-knotted,"$2,399",,,PASS,,
Indo Chobi,RN-966,Rugs Network,Rugs,hand-knotted,"$2,399",,,PASS,,
Indo Chobi,RN-964,Rugs Network,Rugs,hand-knotted,"$2,430",,,PASS,,
Indo Chobi,RN-991,Rugs Network,Rugs,hand-knotted,"$2,479",,,PASS,,
Indo Chobi,RN-988,Rugs Network,Rugs,hand-knotted,"$2,479",,,PASS,,
Indo Heriz,RN-639,Rugs Network,Rugs,hand-knotted,$213,,,PASS,,
Indo Heriz,RN-613,Rugs Network,Rugs,hand-knotted,$217,,,PASS,,
Indo Heriz,RN-626,Rugs Network,Rugs,hand-knotted,$217,,,PASS,,
Indo Heriz,RN-627,Rugs Network,Rugs,hand-knotted,$217,,,PASS,,
Indo Heriz,RN-289,Rugs Network,Rugs,hand-knotted,$374,,,PASS,,
Indo Heriz,RN-292,Rugs Network,Rugs,hand-knotted,$374,,,PASS,,
Indo Heriz,RN-654,Rugs Network,Rugs,hand-knotted,$378,,,PASS,,
Indo Heriz,RN-279,Rugs Network,Rugs,hand-knotted,$551,,,PASS,,
Indo Kashmir,RN-520,Rugs Network,Rugs,hand-knotted,$684,,,PASS,,
Indo Kashmir,RN-494,Rugs Network,Rugs,hand-knotted,$799,,,PASS,,
